processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"347","2009","347","267.002561285805","268.580022936312","269.569414106869","272.026247351994","281.941374968525","267.904805007086","280.977620554836","273.520728332882","273.844282660089","273.549802471865","267.904805007086","275.264945377286","272.375323298385","263.292156426098","273.543500852126","267.109420274551","257.922034614892","257.979174856059","258.108537744803","258.001326108178","265.189854903325","267.904805007086","263.333093425331","274.815399915323","281.679680211149","268.195740123955","268.204510034666","268.215065902877","282.236008936355","290.169026951972","282.714855822362","289.629985658483","284.351330921774","281.11542579335","273.983699053516","277.336926282275","275.515912253284","266.293246750922","255.445902853253","267.904805007086"
"348","2009","348","272.28671428947","274.379164100223","273.485099054736","275.830828020756","286.840163407991","268.45360743503","286.077044971084","275.983881527837","275.992708919516","275.409077559593","268.45360743503","277.912348825394","271.779274553197","262.203290006672","274.069514245194","266.344674735149","256.638163897038","256.693207010927","256.908687214177","257.007573548896","263.966605185631","268.45360743503","262.531728920033","277.408876444114","286.155037061157","268.820104174602","268.830897155054","268.84201873827","285.344380685916","291.361063319807","285.753639508066","289.861342889142","286.44731796575","283.70067775244","273.244785188597","276.51312222236","274.252268437524","265.689703240341","251.059749562861","268.45360743503"
"349","2009","349","273.227008386099","275.040558612803","275.23672650126","278.896705818605","291.530899265794","266.182407273603","288.759754265696","279.124901033852","276.222097979365","275.254071261724","266.182407273603","280.110580273861","271.544099348201","258.317195080995","270.900793136396","261.862546185311","257.501413213477","256.94499141818","256.798129376845","256.489024866419","261.239313267467","266.182407273603","260.003121546262","271.472382973525","284.800586325203","266.580543082572","266.586778071991","266.602587179044","280.499042669807","291.167972106604","281.226390483319","289.631096769569","281.947234156699","282.733673111187","270.338955538983","277.20747225491","276.071227407928","267.915140052326","250.805422295819","266.182407273603"
"350","2009","350","270.383658346454","271.891255200608","271.632583508006","274.372507019228","285.131155582816","266.190503290398","279.906241391692","271.987028147658","269.746484811904","268.923889750961","266.190503290398","272.41760562521","268.47010612496","255.393258116537","264.117261116438","257.635647210809","265.455117501284","264.591291909129","264.15857002833","263.010445251125","266.117722181163","266.190503290398","262.502641041649","271.900164191969","276.449538295575","266.420502228622","266.430425437258","266.438170727212","276.106321278831","284.365865696842","276.662731431862","282.336144855947","277.866511334125","279.680588285639","271.912140670934","279.711698783969","277.356671521719","272.153382244297","251.274894020862","266.190503290398"
"351","2009","351","265.485656649947","268.83936671161","268.965629994985","270.469285374017","277.859828186675","269.293071630934","277.272747782254","270.319560998619","270.930711013643","270.381040211633","269.293071630934","271.791750686118","268.038367047706","259.916011800158","268.323267724839","262.886076103187","268.846757092913","268.506311156789","268.036165418847","266.965041639753","268.956276320128","269.293071630934","266.940878890581","274.765209463913","276.669304892266","269.464864302471","269.467744385985","269.474448793196","277.692810993606","283.073027419008","278.04171079552","281.223395304832","280.659455485621","280.211695519715","272.221875721341","278.667753556076","276.188833896171","272.773236880034","252.001910864116","269.293071630934"
"352","2009","352","263.040596075084","266.662091635897","267.544097755104","270.934053329554","280.439654274729","270.359308731898","279.443697488632","272.745750972611","272.992415801158","273.367273685367","270.359308731898","273.983467761668","271.070538085258","263.288827272276","272.518304494344","266.292191134968","266.392339559705","266.745014252601","267.106253602833","266.43116637329","269.345666796757","270.359308731898","267.755274043502","275.028481929357","281.380584740447","270.605497328312","270.604972035234","270.615817575753","280.342591801485","285.717107859561","280.691261431827","284.306634300326","280.767376183993","280.475176381267","271.069330248201","278.336422793862","277.961490674644","270.508758625143","255.436605002221","270.359308731898"
"353","2009","353","264.860254187146","268.412615974879","268.38688801264","269.372469985725","281.037319207924","269.534363787691","279.950148151331","272.636260763169","273.555080210135","273.367320184866","269.534363787691","273.937606440456","271.499433750481","266.268732936143","273.076860111886","268.163153323364","265.475885478878","265.074527936106","265.078794566945","264.775436910399","265.358025755646","269.534363787691","266.749033109974","273.978312615688","277.88489770533","269.727193175669","269.729012478484","269.738449383509","278.516500301302","283.092941829851","278.799602618199","281.234877574918","280.537784672297","279.826934222713","270.754399784393","278.554191346399","277.426100507117","271.143507624842","249.159869274749","269.534363787691"
"354","2009","354","266.440904306614","267.73370703483","267.660661200426","268.390740028965","279.562170573984","270.508743766796","278.227613467611","271.295012305042","273.464871020392","273.395240309399","270.508743766796","273.000297217638","270.692178061677","267.076313952735","272.617502883547","267.99272431744","269.620150835805","269.356488500767","269.213177332129","268.554388840511","268.248190068033","270.508743766796","268.615727645926","273.903261899028","277.976029810108","270.665353123936","270.66708698866","270.672338665561","277.262816893886","281.661695042504","277.530844184905","279.489744888014","278.927667603629","279.364922538864","271.13150345979","279.360314892617","277.259913515539","271.936698291718","247.772349966919","270.508743766796"
"355","2009","355","265.078349512509","265.428313554022","267.057908854613","267.272648329921","277.007657177341","271.242793969212","277.184962347125","271.448519894677","274.011077426567","273.822792340171","271.242793969212","273.298446758764","270.705517068187","267.630151128059","272.740533041655","268.725521063651","269.602987040868","269.384810802506","269.307336814487","268.771907361666","269.813477692774","271.242793969212","269.294941922266","275.415695931384","278.021653381496","271.391823017331","271.392783697733","271.394695682257","278.761582176126","281.966700047638","278.948765748094","279.724609790271","280.540138752465","279.763423751184","272.26919555439","279.672542280265","277.824748360735","273.570792922076","251.08170526485","271.242793969212"
"356","2009","356","263.258082525331","266.043719012903","268.715164463004","268.852692868919","278.529829400351","271.296494069688","278.833782775957","271.369387611358","273.27974146827","273.251584669657","271.296494069688","273.403293259753","270.266845171704","266.80074091162","272.813349393915","269.150714663965","267.074298059933","267.052464234574","267.05307735669","267.10749031039","268.35616834866","271.296494069688","268.801007700317","277.243019618441","280.050482191167","271.485542972937","271.492347877803","271.500111787616","281.794208757729","285.627899749904","282.025264972641","283.869951077334","285.052418043033","282.438172414661","273.185367283119","277.763971255779","274.196760765299","271.268875861084","253.859211979627","271.296494069688"
"357","2009","357","262.151668076377","263.996837466615","265.572040165209","269.394546157784","279.58470896886","271.822030064307","281.431172934404","271.489313245913","275.23755838172","274.940492545513","271.822030064307","274.57216376991","269.077876936365","268.019907783227","273.705996827046","270.613588626189","264.434200836009","264.918373406987","265.186305832036","265.655030330706","267.223145397202","271.822030064307","268.632896168427","278.375068613964","284.853507541679","272.10495124596","272.111553480521","272.119637286761","286.376574348048","291.461887590821","286.699895530954","290.469108425985","287.871269063475","282.46545240813","272.309691772074","273.044844710448","271.306671656947","265.099762690497","254.862051626634","271.822030064307"
"358","2009","358","266.100574721858","266.083206574209","265.941511002923","266.143365011098","281.001929111652","269.70311582848","281.96791005476","271.343461885109","275.497225570845","275.073023071429","269.70311582848","275.195212458799","270.059357190759","269.825588526744","274.559898282491","271.971686352922","256.856154378152","258.119730367158","259.019765288285","260.072101522512","263.935189384545","269.70311582848","266.078036051563","273.488470371016","286.195081912622","270.059340351479","270.065998672487","270.076324866591","282.711992667469","292.307341346308","283.350663291599","291.762451196745","280.620715975192","278.960548334299","267.964969741838","273.670895397259","272.701253890692","262.549012220683","255.358251284964","269.70311582848"
